Frame#	Time
95	11:14:35 924724
96	11:14:35 949736
97	11:14:35 974738
98	11:14:35 999690
99	11:14:36 24865
100	11:14:36 49778
101	11:14:36 74761
102	11:14:36 99748
103	11:14:36 124737
104	11:14:36 149742
105	11:14:36 175066
106	11:14:36 199890
107	11:14:36 224742
108	11:14:36 249723
109	11:14:36 274769
110	11:14:36 299770
111	11:14:36 324832
112	11:14:36 349801
113	11:14:36 374824
114	11:14:36 399802
115	11:14:36 424749
116	11:14:36 449750
117	11:14:36 474782
118	11:14:36 499791
119	11:14:36 524836
120	11:14:36 549743
121	11:14:36 574713
122	11:14:36 599808
123	11:14:36 624904
124	11:14:36 649848
125	11:14:36 674787
126	11:14:36 699863
127	11:14:36 724809
128	11:14:36 749746
129	11:14:36 774887
130	11:14:36 799791
131	11:14:36 824746
132	11:14:36 849858
133	11:14:36 874802
134	11:14:36 899803
135	11:14:36 924810
136	11:14:36 949774
137	11:14:36 974827
138	11:14:36 999850
139	11:14:37 24789
140	11:14:37 49848
141	11:14:37 74800
142	11:14:37 99867
143	11:14:37 124827
144	11:14:37 149773
145	11:14:37 174834
146	11:14:37 199782
147	11:14:37 224771
148	11:14:37 249853
149	11:14:37 274800
150	11:14:37 299765
151	11:14:37 324881
152	11:14:37 349835
153	11:14:37 374823
154	11:14:37 399822
155	11:14:37 424880
156	11:14:37 449811
157	11:14:37 474865
158	11:14:37 499661
159	11:14:37 524840
160	11:14:37 549775
161	11:14:37 574853
162	11:14:37 599845
163	11:14:37 624864
164	11:14:37 649841
165	11:14:37 674826
166	11:14:37 699864
167	11:14:37 724939
168	11:14:37 749762
169	11:14:37 774776
170	11:14:37 799837
171	11:14:37 824955
172	11:14:37 849833
173	11:14:37 874891
174	11:14:37 899910
175	11:14:37 924980
176	11:14:37 949946
177	11:14:37 974848
178	11:14:37 999893
179	11:14:38 24812
180	11:14:38 49957
181	11:14:38 74869
182	11:14:38 99820
183	11:14:38 125341
184	11:14:38 149867
185	11:14:38 174936
186	11:14:38 199851
187	11:14:38 224915
188	11:14:38 249859
189	11:14:38 274847
190	11:14:38 299867
191	11:14:38 324906
192	11:14:38 349863
193	11:14:38 374907
194	11:14:38 399850
195	11:14:38 424857
196	11:14:38 449891
197	11:14:38 474806
198	11:14:38 499956
199	11:14:38 524891
200	11:14:38 549829
201	11:14:38 574909
202	11:14:38 599897
203	11:14:38 624820
204	11:14:38 649901
205	11:14:38 674941
206	11:14:38 699865
207	11:14:38 724824
208	11:14:38 749924
209	11:14:38 774887
210	11:14:38 799976
211	11:14:38 824873
212	11:14:38 849855
213	11:14:38 874917
214	11:14:38 899914
215	11:14:38 924928
216	11:14:38 949850
217	11:14:38 974883
218	11:14:39 11
219	11:14:39 24962
220	11:14:39 49819
221	11:14:39 75036
222	11:14:39 99928
223	11:14:39 124934
224	11:14:39 149950
225	11:14:39 174881
226	11:14:39 199990
227	11:14:39 224953
228	11:14:39 249924
229	11:14:39 274884
230	11:14:39 299953
231	11:14:39 324848
232	11:14:39 349939
233	11:14:39 374917
234	11:14:39 399917
235	11:14:39 424963
236	11:14:39 449970
237	11:14:39 474860
238	11:14:39 499875
239	11:14:39 524911
240	11:14:39 550048
241	11:14:39 574896
242	11:14:39 600036
243	11:14:39 624916
244	11:14:39 649878
245	11:14:39 674889
246	11:14:39 699896
247	11:14:39 724889
248	11:14:39 749940
249	11:14:39 774923
250	11:14:39 799932
251	11:14:39 824932
252	11:14:39 849865
253	11:14:39 874971
254	11:14:39 899910
255	11:14:39 924913
256	11:14:39 949922
257	11:14:39 974919
258	11:14:39 999898
259	11:14:40 24956
260	11:14:40 49938
261	11:14:40 74970
262	11:14:40 100009
263	11:14:40 124916
264	11:14:40 150028
265	11:14:40 175032
266	11:14:40 199931
267	11:14:40 225051
268	11:14:40 249977
269	11:14:40 275005
270	11:14:40 299997
271	11:14:40 324991
272	11:14:40 350036
273	11:14:40 374987
274	11:14:40 400211
275	11:14:40 424937
276	11:14:40 449965
277	11:14:40 474976
278	11:14:40 499946
279	11:14:40 524932
280	11:14:40 549994
281	11:14:40 575124
282	11:14:40 600092
283	11:14:40 624985
284	11:14:40 650256
285	11:14:40 674972
286	11:14:40 700257
287	11:14:40 725023
288	11:14:40 750166
289	11:14:40 775069
290	11:14:40 800080
291	11:14:40 824950
292	11:14:40 850095
293	11:14:40 874969
294	11:14:40 900093
295	11:14:40 925153
296	11:14:40 950124
297	11:14:40 974971
298	11:14:41 84
299	11:14:41 25045
300	11:14:41 50153
301	11:14:41 74992
302	11:14:41 100068
303	11:14:41 125104
304	11:14:41 150144
305	11:14:41 175016
306	11:14:41 200193
307	11:14:41 224987
308	11:14:41 250233
309	11:14:41 275029
310	11:14:41 300108
311	11:14:41 325021
312	11:14:41 350157
313	11:14:41 375106
314	11:14:41 400136
315	11:14:41 425006
316	11:14:41 450095
317	11:14:41 475041
318	11:14:41 500068
319	11:14:41 525148
320	11:14:41 550127
321	11:14:41 575038
322	11:14:41 600114
323	11:14:41 625035
324	11:14:41 650116
325	11:14:41 674948
326	11:14:41 700190
327	11:14:41 725138
328	11:14:41 750082
329	11:14:41 775040
330	11:14:41 800219
331	11:14:41 825169
332	11:14:41 850080
333	11:14:41 875024
334	11:14:41 900102
335	11:14:41 925125
336	11:14:41 950069
337	11:14:41 974990
338	11:14:42 149
339	11:14:42 25056
