Time	Position	Counts	Elapsed	USecs
11:14:37 2140	122.623	245246	4039287.408	4039287435
11:14:37 34125	123.1025	246205	4039319.393	4039319420
11:14:37 66138	123.5845	247169	4039351.406	4039351428
11:14:37 98021	124.068	248136	4039383.289	4039383318
11:14:37 130000	124.539	249078	4039415.268	4039415296
11:14:37 161959	125.014	250028	4039447.227	4039447256
11:14:37 193899	125.4965	250993	4039479.167	4039479194
11:14:37 225855	125.9835	251967	4039511.123	4039511157
11:14:37 257814	126.447	252894	4039543.082	4039543110
11:14:37 289798	126.9335	253867	4039575.066	4039575089
11:14:37 321731	127.409	254818	4039606.999	4039607045
11:14:37 353713	127.8915	255783	4039638.981	4039639016
11:14:37 385678	128.3745	256749	4039670.946	4039670981
11:14:37 417634	128.8495	257699	4039702.902	4039702956
11:14:37 449628	129.325	258650	4039734.896	4039734927
11:14:37 481547	129.8075	259615	4039766.815	4039766840
11:14:37 513574	130.2865	260573	4039798.842	4039798864
11:14:37 545514	130.7575	261515	4039830.782	4039830804
11:14:37 577500	131.2375	262475	4039862.768	4039862790
11:14:37 609425	131.716	263432	4039894.693	4039894717
11:14:37 641360	132.2025	264405	4039926.628	4039926657
11:14:37 673343	132.6775	265355	4039958.611	4039958639
11:14:37 705311	133.1565	266313	4039990.579	4039990600
11:14:37 737271	133.628	267256	4040022.539	4040022567
11:14:37 769330	134.1035	268207	4040054.598	4040054621
11:14:37 801277	134.586	269172	4040086.545	4040086569
11:14:37 833206	135.0655	270131	4040118.474	4040118503
11:14:37 865138	135.552	271104	4040150.406	4040150433
11:14:37 897093	136.027	272054	4040182.361	4040182389
11:14:37 929042	136.502	273004	4040214.31	4040214330
11:14:37 961003	136.977	273954	4040246.271	4040246298
11:14:37 992968	137.46	274920	4040278.236	4040278274
11:14:38 24933	137.935	275870	4040310.201	4040310229
11:14:38 56916	138.4105	276821	4040342.184	4040342206
11:14:38 88883	138.893	277786	4040374.151	4040374173
11:14:38 120843	139.368	278736	4040406.111	4040406134
11:14:38 152818	139.851	279702	4040438.086	4040438119
11:14:38 184774	140.3265	280653	4040470.042	4040470088
11:14:38 216724	140.809	281618	4040501.992	4040502038
11:14:38 248735	141.284	282568	4040534.003	4040534040
11:14:38 280630	141.767	283534	4040565.898	4040565919
11:14:38 312594	142.2425	284485	4040597.862	4040597889
11:14:38 344573	142.725	285450	4040629.841	4040629867
11:14:38 376562	143.2085	286417	4040661.83	4040661854
11:14:38 408523	143.675	287350	4040693.791	4040693819
11:14:38 440436	144.1585	288317	4040725.704	4040725726
11:14:38 472424	144.6335	289267	4040757.692	4040757713
11:14:38 504430	145.1125	290225	4040789.698	4040789726
11:14:38 536373	145.5915	291183	4040821.641	4040821670
11:14:38 568327	146.0745	292149	4040853.595	4040853635
11:14:38 600265	146.5495	293099	4040885.533	4040885553
11:14:38 632273	147.0245	294049	4040917.541	4040917563
11:14:38 664206	147.507	295014	4040949.474	4040949514
11:14:38 696189	147.982	295964	4040981.457	4040981482
11:14:38 728170	148.473	296946	4041013.438	4041013468
11:14:38 760119	148.944	297888	4041045.387	4041045416
11:14:38 792065	149.4195	298839	4041077.333	4041077356
11:14:38 824046	149.898	299796	4041109.314	4041109337
11:14:38 856043	150.3695	300739	4041141.311	4041141365
11:14:38 888006	150.856	301712	4041173.274	4041173296
11:14:38 919948	151.328	302656	4041205.216	4041205239
11:14:38 951899	151.8105	303621	4041237.167	4041237202
11:14:38 983880	152.2895	304579	4041269.148	4041269182
11:14:39 15810	152.7685	305537	4041301.078	4041301108
11:14:39 47765	153.244	306488	4041333.033	4041333055
11:14:39 79714	153.73	307460	4041364.982	4041365010
11:14:39 111687	154.2015	308403	4041396.955	4041396977
11:14:39 143670	154.6845	309369	4041428.938	4041428960
11:14:39 175645	155.1675	310335	4041460.913	4041460936
11:14:39 207586	155.6345	311269	4041492.854	4041492876
11:14:39 239560	156.1175	312235	4041524.828	4041524855
11:14:39 271537	156.5925	313185	4041556.805	4041556833
11:14:39 303494	157.0835	314167	4041588.762	4041588783
11:14:39 335502	157.551	315102	4041620.77	4041620810
11:14:39 367499	158.0335	316067	4041652.767	4041652805
11:14:39 399386	158.5165	317033	4041684.654	4041684675
11:14:39 431367	158.991	317982	4041716.635	4041716656
11:14:39 463328	159.4625	318925	4041748.596	4041748636
11:14:39 495290	159.9535	319907	4041780.558	4041780580
11:14:39 527270	160.432	320864	4041812.538	4041812564
11:14:39 559274	160.8995	321799	4041844.542	4041844564
11:14:39 591220	161.3825	322765	4041876.488	4041876530
11:14:39 623175	161.8575	323715	4041908.443	4041908469
11:14:39 655131	162.34	324680	4041940.399	4041940420
11:14:39 687145	162.815	325630	4041972.413	4041972435
11:14:39 719147	163.2985	326597	4042004.415	4042004438
11:14:39 751078	163.7815	327563	4042036.346	4042036378
11:14:39 783015	164.249	328498	4042068.283	4042068304
11:14:39 815005	164.732	329464	4042100.273	4042100295
11:14:39 846944	165.207	330414	4042132.212	4042132241
11:14:39 878978	165.6895	331379	4042164.246	4042164278
11:14:39 910868	166.165	332330	4042196.136	4042196159
11:14:39 942847	166.6435	333287	4042228.115	4042228150
11:14:39 974807	167.123	334246	4042260.075	4042260102
11:14:40 6802	167.5975	335195	4042292.07	4042292092
11:14:40 38688	168.081	336162	4042323.956	4042323983
11:14:40 70647	168.56	337120	4042355.915	4042355972
11:14:40 102680	169.035	338070	4042387.948	4042387974
11:14:40 134631	169.5175	339035	4042419.899	4042419924
11:14:40 166610	170	340000	4042451.878	4042451901
11:14:40 198555	170.4755	340951	4042483.823	4042483852
11:14:40 230544	170.9505	341901	4042515.812	4042515840
11:14:40 262517	171.426	342852	4042547.785	4042547813
11:14:40 294450	171.909	343818	4042579.718	4042579746
11:14:40 326403	172.3915	344783	4042611.671	4042611706
11:14:40 358359	172.8745	345749	4042643.627	4042643669
11:14:40 390318	173.3415	346683	4042675.586	4042675615
11:14:40 422347	173.8165	347633	4042707.615	4042707636
11:14:40 454263	174.2995	348599	4042739.531	4042739553
11:14:40 486308	174.7825	349565	4042771.576	4042771599
11:14:40 518193	175.258	350516	4042803.461	4042803491
11:14:40 550131	175.741	351482	4042835.399	4042835429
11:14:40 582089	176.2085	352417	4042867.357	4042867386
11:14:40 614110	176.6985	353397	4042899.378	4042899400
11:14:40 646040	177.166	354332	4042931.308	4042931335
11:14:40 678019	177.649	355298	4042963.287	4042963320
11:14:40 710009	178.132	356264	4042995.277	4042995304
11:14:40 741936	178.6145	357229	4043027.204	4043027236
11:14:40 773896	179.0825	358165	4043059.164	4043059192
11:14:40 805887	179.5725	359145	4043091.155	4043091176
11:14:40 837812	180.04	360080	4043123.08	4043123111
11:14:40 869803	180.5225	361045	4043155.071	4043155093
11:14:40 901723	181.0055	362011	4043186.991	4043187015
11:14:40 933780	181.477	362954	4043219.048	4043219077
11:14:40 965715	181.96	363920	4043250.983	4043251010
11:14:40 997613	182.4425	364885	4043282.881	4043282909
11:14:41 29592	182.91	365820	4043314.86	4043314885
11:14:41 61540	183.397	366794	4043346.808	4043346830
11:14:41 93574	183.8645	367729	4043378.842	4043378867
11:14:41 125480	184.3475	368695	4043410.748	4043410769
11:14:41 157467	184.8225	369645	4043442.735	4043442758
11:14:41 189439	185.313	370626	4043474.707	4043474728
11:14:41 221351	185.7875	371575	4043506.619	4043506642
11:14:41 253353	186.2635	372527	4043538.621	4043538643
11:14:41 285266	186.7385	373477	4043570.534	4043570556
11:14:41 317271	187.2215	374443	4043602.539	4043602561
11:14:41 349260	187.6965	375393	4043634.528	4043634550
11:14:41 381152	188.171	376342	4043666.42	4043666449
11:14:41 413084	188.654	377308	4043698.352	4043698374
11:14:41 445059	189.129	378258	4043730.327	4043730349
11:14:41 477044	189.6045	379209	4043762.312	4043762338
11:14:41 508978	190.0875	380175	4043794.246	4043794268
11:14:41 540998	190.5625	381125	4043826.266	4043826288
11:14:41 572962	191.0455	382091	4043858.23	4043858252
11:14:41 604909	191.5205	383041	4043890.177	4043890199
11:14:41 636873	192.003	384006	4043922.141	4043922167
11:14:41 668844	192.482	384964	4043954.112	4043954136
11:14:41 700773	192.957	385914	4043986.041	4043986061
11:14:41 732724	193.436	386872	4044017.992	4044018022
11:14:41 764654	193.9195	387839	4044049.922	4044049944
11:14:41 796628	194.3985	388797	4044081.896	4044081918
11:14:41 828582	194.8695	389739	4044113.85	4044113876
11:14:41 860629	195.3485	390697	4044145.897	4044145919
11:14:41 892555	195.823	391646	4044177.823	4044177855
11:14:41 924460	196.31	392620	4044209.728	4044209750
11:14:41 956505	196.7815	393563	4044241.773	4044241804
11:14:41 988419	197.261	394522	4044273.687	4044273715
11:14:42 20387	197.7405	395481	4044305.655	4044305677
11:14:42 52360	198.219	396438	4044337.628	4044337656
11:14:42 84300	198.7015	397403	4044369.568	4044369591
11:14:42 116303	199.161	398322	4044401.571	4044401597
11:14:42 148261	199.5255	399051	4044433.529	4044433550
11:14:42 180266	199.7855	399571	4044465.534	4044465556
11:14:42 212195	199.947	399894	4044497.463	4044497505
11:14:42 244130	200.003	400006	4044529.398	4044529430
11:14:42 276070	200.003	400006	4044561.338	4044561380
11:14:42 308039	200.0025	400005	4044593.307	4044593329
11:14:42 340071	200.0025	400005	4044625.339	4044625368
