Frame#	Time
301	10:14:41 563759
302	10:14:41 588714
303	10:14:41 613792
304	10:14:41 638788
305	10:14:41 663764
306	10:14:41 688814
307	10:14:41 713815
308	10:14:41 738877
309	10:14:41 763823
310	10:14:41 788827
311	10:14:41 813751
312	10:14:41 838889
313	10:14:41 863799
314	10:14:41 888841
315	10:14:41 913778
316	10:14:41 938729
317	10:14:41 963901
318	10:14:41 988790
319	10:14:42 13833
320	10:14:42 38795
321	10:14:42 63835
322	10:14:42 88781
323	10:14:42 113796
324	10:14:42 138846
325	10:14:42 163748
326	10:14:42 188858
327	10:14:42 213877
328	10:14:42 238860
329	10:14:42 263727
330	10:14:42 288848
331	10:14:42 313797
332	10:14:42 338770
333	10:14:42 363822
334	10:14:42 388834
335	10:14:42 413872
336	10:14:42 438931
337	10:14:42 463794
338	10:14:42 488853
339	10:14:42 513853
