Time	Position	Counts	Elapsed	USecs
10:14:36 390503	106.123	212246	438675.771	438675796
10:14:36 422457	106.6055	213211	438707.725	438707747
10:14:36 454464	107.081	214162	438739.732	438739760
10:14:36 486393	107.5555	215111	438771.661	438771688
10:14:36 518394	108.0425	216085	438803.662	438803685
10:14:36 550345	108.5175	217035	438835.613	438835641
10:14:36 582318	109.004	218008	438867.586	438867608
10:14:36 614302	109.4755	218951	438899.57	438899591
10:14:36 646184	109.9545	219909	438931.452	438931480
10:14:36 678154	110.43	220860	438963.422	438963459
10:14:36 710100	110.9125	221825	438995.368	438995396
10:14:36 742068	111.38	222760	439027.336	439027363
10:14:36 774071	111.8665	223733	439059.339	439059361
10:14:36 806003	112.3495	224699	439091.271	439091293
10:14:36 837956	112.8245	225649	439123.224	439123246
10:14:36 869934	113.3	226600	439155.202	439155234
10:14:36 901850	113.7825	227565	439187.118	439187146
10:14:36 933829	114.258	228516	439219.097	439219120
10:14:36 965761	114.733	229466	439251.029	439251055
10:14:36 997733	115.2125	230425	439283.001	439283023
10:14:37 29705	115.691	231382	439314.973	439315002
10:14:37 61624	116.174	232348	439346.892	439346916
10:14:37 93610	116.645	233290	439378.878	439378904
10:14:37 125609	117.132	234264	439410.877	439410899
10:14:37 157520	117.603	235206	439442.788	439442811
10:14:37 189463	118.0825	236165	439474.731	439474753
10:14:37 221458	118.5645	237129	439506.726	439506753
10:14:37 253457	119.0365	238073	439538.725	439538748
10:14:37 285452	119.5225	239045	439570.72	439570746
10:14:37 317350	119.994	239988	439602.618	439602645
10:14:37 349323	120.4765	240953	439634.591	439634614
10:14:37 381282	120.952	241904	439666.55	439666579
10:14:37 413270	121.4465	242893	439698.538	439698561
10:14:37 445175	121.914	243828	439730.443	439730472
10:14:37 477139	122.3855	244771	439762.407	439762436
10:14:37 509096	122.868	245736	439794.364	439794387
10:14:37 541072	123.351	246702	439826.34	439826370
10:14:37 573048	123.8255	247651	439858.316	439858338
10:14:37 604990	124.309	248618	439890.258	439890286
10:14:37 636951	124.7835	249567	439922.219	439922255
10:14:37 668925	125.2595	250519	439954.193	439954229
10:14:37 700918	125.7425	251485	439986.186	439986214
10:14:37 732807	126.2175	252435	440018.075	440018104
10:14:37 764810	126.6925	253385	440050.078	440050101
10:14:37 796762	127.183	254366	440082.03	440082057
10:14:37 828721	127.658	255316	440113.989	440114031
10:14:37 860697	128.1375	256275	440145.965	440145999
10:14:37 892672	128.616	257232	440177.94	440177961
10:14:37 924671	129.099	258198	440209.939	440209970
10:14:37 956594	129.5665	259133	440241.862	440241890
10:14:37 988538	130.042	260084	440273.806	440273844
10:14:38 20507	130.532	261064	440305.775	440305802
10:14:38 52461	131.007	262014	440337.729	440337764
10:14:38 84416	131.482	262964	440369.684	440369712
10:14:38 116397	131.957	263914	440401.665	440401695
10:14:38 148358	132.4405	264881	440433.626	440433656
10:14:38 180315	132.923	265846	440465.583	440465611
10:14:38 212258	133.3905	266781	440497.526	440497555
10:14:38 244301	133.869	267738	440529.569	440529595
10:14:38 276180	134.36	268720	440561.448	440561477
10:14:38 308134	134.8275	269655	440593.402	440593424
10:14:38 340125	135.318	270636	440625.393	440625416
10:14:38 372094	135.7855	271571	440657.362	440657391
10:14:38 404085	136.2685	272537	440689.353	440689375
10:14:38 436021	136.7435	273487	440721.289	440721311
10:14:38 467982	137.2265	274453	440753.25	440753281
10:14:38 499921	137.6935	275387	440785.189	440785216
10:14:38 531896	138.184	276368	440817.164	440817199
10:14:38 563860	138.663	277326	440849.128	440849159
10:14:38 595755	139.1345	278269	440881.023	440881050
10:14:38 627810	139.621	279242	440913.078	440913119
10:14:38 659730	140.0925	280185	440944.998	440945027
10:14:38 691679	140.5755	281151	440976.947	440976968
10:14:38 723675	141.051	282102	441008.943	441008975
10:14:38 755589	141.5335	283067	441040.857	441040891
10:14:38 787568	142.0005	284001	441072.836	441072863
10:14:38 819503	142.4835	284967	441104.771	441104814
10:14:38 851483	142.959	285918	441136.751	441136777
10:14:38 883402	143.449	286898	441168.67	441168698
10:14:38 915401	143.9165	287833	441200.669	441200694
10:14:38 947367	144.3915	288783	441232.635	441232671
10:14:38 979320	144.882	289764	441264.588	441264623
10:14:39 11355	145.3575	290715	441296.623	441296650
10:14:39 43179	145.8325	291665	441328.447	441328475
10:14:39 75186	146.3155	292631	441360.454	441360520
10:14:39 107136	146.7905	293581	441392.404	441392426
10:14:39 139122	147.274	294548	441424.39	441424408
10:14:39 171074	147.741	295482	441456.342	441456369
10:14:39 203040	148.224	296448	441488.308	441488337
10:14:39 235033	148.7065	297413	441520.301	441520330
10:14:39 267012	149.182	298364	441552.28	441552302
10:14:39 298968	149.6565	299313	441584.236	441584262
10:14:39 330896	150.14	300280	441616.164	441616186
10:14:39 362870	150.6225	301245	441648.138	441648160
10:14:39 394894	151.098	302196	441680.162	441680184
10:14:39 426833	151.573	303146	441712.101	441712132
10:14:39 458775	152.0555	304111	441744.043	441744068
10:14:39 490716	152.531	305062	441775.984	441776013
10:14:39 522719	153.006	306012	441807.987	441808009
10:14:39 554658	153.4885	306977	441839.926	441839948
10:14:39 586633	153.96	307920	441871.901	441871923
10:14:39 618609	154.447	308894	441903.877	441903906
10:14:39 650543	154.9295	309859	441935.811	441935839
10:14:39 682506	155.4125	310825	441967.774	441967801
10:14:39 714560	155.8795	311759	441999.828	441999850
10:14:39 746439	156.363	312726	442031.707	442031730
10:14:39 778395	156.8455	313691	442063.663	442063686
10:14:39 810418	157.313	314626	442095.686	442095720
10:14:39 842312	157.7955	315591	442127.58	442127601
10:14:39 874310	158.2675	316535	442159.578	442159606
10:14:39 906292	158.75	317500	442191.56	442191596
10:14:39 938259	159.2255	318451	442223.527	442223549
10:14:39 970302	159.708	319416	442255.57	442255599
10:14:40 2174	160.191	320382	442287.442	442287464
10:14:40 34168	160.6585	321317	442319.436	442319464
10:14:40 66137	161.1455	322291	442351.405	442351433
10:14:40 98052	161.6205	323241	442383.32	442383351
10:14:40 130018	162.1035	324207	442415.286	442415315
10:14:40 162005	162.582	325164	442447.273	442447306
10:14:40 193979	163.061	326122	442479.247	442479273
10:14:40 225967	163.544	327088	442511.235	442511265
10:14:40 257919	164.015	328030	442543.187	442543215
10:14:40 289845	164.4975	328995	442575.113	442575138
10:14:40 321810	164.969	329938	442607.078	442607100
10:14:40 353792	165.456	330912	442639.06	442639081
10:14:40 385736	165.9235	331847	442671.004	442671031
10:14:40 417737	166.414	332828	442703.005	442703029
10:14:40 449636	166.885	333770	442734.904	442734932
10:14:40 481627	167.3605	334721	442766.895	442766917
10:14:40 513542	167.843	335686	442798.81	442798836
10:14:40 545504	168.322	336644	442830.772	442830799
10:14:40 577495	168.8005	337601	442862.763	442862786
10:14:40 609440	169.2725	338545	442894.708	442894738
10:14:40 641447	169.756	339512	442926.715	442926741
10:14:40 673372	170.2305	340461	442958.64	442958668
10:14:40 705342	170.7135	341427	442990.61	442990634
10:14:40 737325	171.1885	342377	443022.593	443022617
10:14:40 769300	171.6715	343343	443054.568	443054598
10:14:40 801268	172.1465	344293	443086.536	443086564
10:14:40 833190	172.621	345242	443118.458	443118487
10:14:40 865123	173.1045	346209	443150.391	443150415
10:14:40 897099	173.5835	347167	443182.367	443182403
10:14:40 929085	174.0625	348125	443214.353	443214375
10:14:40 961058	174.538	349076	443246.326	443246348
10:14:40 993009	175.0205	350041	443278.277	443278305
10:14:41 24978	175.5065	351013	443310.246	443310269
10:14:41 56962	175.9705	351941	443342.23	443342255
10:14:41 88940	176.453	352906	443374.208	443374234
10:14:41 120896	176.929	353858	443406.164	443406186
10:14:41 152841	177.4115	354823	443438.109	443438132
10:14:41 184797	177.8865	355773	443470.065	443470094
10:14:41 216797	178.377	356754	443502.065	443502096
10:14:41 248733	178.844	357688	443534.001	443534029
10:14:41 280720	179.3195	358639	443565.988	443566022
10:14:41 312647	179.802	359604	443597.915	443597943
10:14:41 344627	180.2775	360555	443629.895	443629926
10:14:41 376592	180.7605	361521	443661.86	443661882
10:14:41 408510	181.2365	362473	443693.778	443693811
10:14:41 440458	181.711	363422	443725.726	443725750
10:14:41 472457	182.194	364388	443757.725	443757754
10:14:41 504435	182.6765	365353	443789.703	443789726
10:14:41 536396	183.159	366318	443821.664	443821695
10:14:41 568355	183.6265	367253	443853.623	443853652
10:14:41 600370	184.1095	368219	443885.638	443885665
10:14:41 632303	184.585	369170	443917.571	443917615
10:14:41 664276	185.068	370136	443949.544	443949558
10:14:41 696267	185.5425	371085	443981.535	443981562
10:14:41 728186	186.0325	372065	444013.454	444013476
10:14:41 760183	186.5075	373015	444045.451	444045478
10:14:41 792155	186.9835	373967	444077.423	444077448
10:14:41 824119	187.455	374910	444109.387	444109433
10:14:41 856045	187.9345	375869	444141.313	444141334
10:14:41 887989	188.417	376834	444173.257	444173279
10:14:41 919960	188.888	377776	444205.228	444205259
10:14:41 951917	189.3745	378749	444237.185	444237208
10:14:41 983854	189.857	379714	444269.122	444269150
10:14:42 15860	190.332	380664	444301.128	444301152
10:14:42 47823	190.815	381630	444333.091	444333119
10:14:42 79728	191.2905	382581	444364.996	444365023
10:14:42 111699	191.774	383548	444396.967	444396994
10:14:42 143680	192.2375	384475	444428.948	444428974
10:14:42 175650	192.728	385456	444460.918	444460941
10:14:42 207664	193.1945	386389	444492.932	444492992
10:14:42 239589	193.6885	387377	444524.857	444524878
10:14:42 271588	194.1605	388321	444556.856	444556879
10:14:42 303545	194.636	389272	444588.813	444588841
10:14:42 335478	195.1115	390223	444620.746	444620776
10:14:42 367460	195.5865	391173	444652.728	444652756
10:14:42 399415	196.069	392138	444684.683	444684705
10:14:42 431362	196.5515	393103	444716.63	444716673
10:14:42 463300	197.034	394068	444748.568	444748589
10:14:42 495278	197.509	395018	444780.546	444780573
10:14:42 527280	197.9845	395969	444812.548	444812576
10:14:42 559204	198.46	396920	444844.472	444844499
10:14:42 591187	198.943	397886	444876.455	444876486
10:14:42 623184	199.355	398710	444908.452	444908480
10:14:42 655092	199.6705	399341	444940.36	444940390
10:14:42 687028	199.879	399758	444972.296	444972335
10:14:42 719006	199.9865	399973	445004.274	445004306
10:14:42 750965	200.0035	400007	445036.233	445036255
10:14:42 782913	200.003	400006	445068.181	445068209
10:14:42 814880	200.0025	400005	445100.148	445100176
10:14:42 846861	200.002	400004	445132.129	445132156
10:14:42 878812	200.0015	400003	445164.08	445164106
