Time	Position	Counts	Elapsed	USecs
10:47:07 407459	117.128	234256	2389692.727	2389692749
10:47:07 439446	117.599	235198	2389724.714	2389724746
10:47:07 471418	118.0825	236165	2389756.686	2389756715
10:47:07 503344	118.565	237130	2389788.612	2389788640
10:47:07 535314	119.0365	238073	2389820.582	2389820606
10:47:07 567309	119.519	239038	2389852.577	2389852598
10:47:07 599279	119.998	239996	2389884.547	2389884568
10:47:07 631295	120.4805	240961	2389916.563	2389916589
10:47:07 663275	120.9595	241919	2389948.543	2389948584
10:47:07 695175	121.439	242878	2389980.443	2389980465
10:47:07 727136	121.9065	243813	2390012.404	2390012453
10:47:07 759142	122.389	244778	2390044.41	2390044432
10:47:07 791074	122.868	245736	2390076.342	2390076366
10:47:07 823003	123.343	246686	2390108.271	2390108293
10:47:07 855006	123.818	247636	2390140.274	2390140296
10:47:07 886952	124.301	248602	2390172.22	2390172250
10:47:07 918933	124.78	249560	2390204.201	2390204230
10:47:07 950958	125.2595	250519	2390236.226	2390236259
10:47:07 982834	125.738	251476	2390268.102	2390268124
10:47:08 14804	126.2175	252435	2390300.072	2390300098
10:47:08 46754	126.6925	253385	2390332.022	2390332047
10:47:08 78793	127.1675	254335	2390364.061	2390364089
10:47:08 110697	127.658	255316	2390395.965	2390395993
10:47:08 142673	128.1295	256259	2390427.941	2390427966
10:47:08 174667	128.6085	257217	2390459.935	2390459958
10:47:08 206628	129.0835	258167	2390491.896	2390491926
10:47:08 238557	129.574	259148	2390523.825	2390523846
10:47:08 270593	130.0495	260099	2390555.861	2390555897
10:47:08 302553	130.524	261048	2390587.821	2390587854
10:47:08 334508	131.007	262014	2390619.776	2390619798
10:47:08 366444	131.482	262964	2390651.712	2390651738
10:47:08 398436	131.9575	263915	2390683.704	2390683726
10:47:08 430354	132.4405	264881	2390715.622	2390715643
10:47:08 462327	132.9155	265831	2390747.595	2390747617
10:47:08 494296	133.3905	266781	2390779.564	2390779589
10:47:08 526283	133.873	267746	2390811.551	2390811580
10:47:08 558272	134.3565	268713	2390843.54	2390843567
10:47:08 590184	134.831	269662	2390875.452	2390875473
10:47:08 622132	135.314	270628	2390907.4	2390907421
10:47:08 654098	135.7815	271563	2390939.366	2390939395
10:47:08 686097	136.2645	272529	2390971.365	2390971396
10:47:08 718002	136.7395	273479	2391003.27	2391003296
10:47:08 750101	137.215	274430	2391035.369	2391035406
10:47:08 781959	137.6975	275395	2391067.227	2391067255
10:47:08 813897	138.1805	276361	2391099.165	2391099185
10:47:08 845891	138.6515	277303	2391131.159	2391131186
10:47:08 877856	139.1345	278269	2391163.124	2391163146
10:47:08 909751	139.6095	279219	2391195.019	2391195041
10:47:08 941750	140.0925	280185	2391227.018	2391227045
10:47:08 973740	140.5755	281151	2391259.008	2391259037
10:47:09 5679	141.0505	282101	2391290.947	2391290975
10:47:09 37660	141.5335	283067	2391322.928	2391322950
10:47:09 69602	142.001	284002	2391354.87	2391354898
10:47:09 101561	142.491	284982	2391386.829	2391386856
10:47:09 133509	142.9665	285933	2391418.777	2391418805
10:47:09 165442	143.4415	286883	2391450.71	2391450735
10:47:09 197458	143.9165	287833	2391482.726	2391482755
10:47:09 229432	144.3955	288791	2391514.7	2391514721
10:47:09 261383	144.8705	289741	2391546.651	2391546673
10:47:09 293344	145.365	290730	2391578.612	2391578636
10:47:09 325311	145.8325	291665	2391610.579	2391610606
10:47:09 357272	146.304	292608	2391642.54	2391642568
10:47:09 389279	146.7865	293573	2391674.547	2391674588
10:47:09 421182	147.2735	294547	2391706.45	2391706476
10:47:09 453177	147.7565	295513	2391738.445	2391738467
10:47:09 485149	148.22	296440	2391770.417	2391770467
10:47:09 517101	148.703	297406	2391802.369	2391802397
10:47:09 549091	149.182	298364	2391834.359	2391834394
10:47:09 581017	149.6645	299329	2391866.285	2391866306
10:47:09 612984	150.14	300280	2391898.252	2391898273
10:47:09 644971	150.6145	301229	2391930.239	2391930263
10:47:09 676917	151.1055	302211	2391962.185	2391962206
10:47:09 708867	151.573	303146	2391994.135	2391994157
10:47:09 740819	152.048	304096	2392026.087	2392026109
10:47:09 772764	152.5315	305063	2392058.032	2392058054
10:47:09 804744	153.006	306012	2392090.012	2392090036
10:47:09 836737	153.4845	306969	2392122.005	2392122033
10:47:09 868694	153.964	307928	2392153.962	2392153997
10:47:09 900638	154.443	308886	2392185.906	2392185930
10:47:09 932624	154.922	309844	2392217.892	2392217914
10:47:09 964519	155.3935	310787	2392249.787	2392249815
10:47:09 996502	155.8875	311775	2392281.77	2392281792
10:47:10 28483	156.351	312702	2392313.751	2392313778
10:47:10 60399	156.8335	313667	2392345.667	2392345695
10:47:10 92428	157.3125	314625	2392377.696	2392377739
10:47:10 124398	157.7995	315599	2392409.666	2392409694
10:47:10 156382	158.2675	316535	2392441.65	2392441672
10:47:10 188269	158.7585	317517	2392473.537	2392473565
10:47:10 220267	159.2255	318451	2392505.535	2392505558
10:47:10 252295	159.704	319408	2392537.563	2392537598
10:47:10 284171	160.183	320366	2392569.439	2392569469
10:47:10 316162	160.6655	321331	2392601.43	2392601457
10:47:10 348125	161.1485	322297	2392633.393	2392633414
10:47:10 380064	161.6165	323233	2392665.332	2392665353
10:47:10 412040	162.1	324200	2392697.308	2392697330
10:47:10 444003	162.5745	325149	2392729.271	2392729291
10:47:10 475966	163.0535	326107	2392761.234	2392761256
10:47:10 507929	163.5395	327079	2392793.197	2392793224
10:47:10 539838	164.007	328014	2392825.106	2392825133
10:47:10 571881	164.4975	328995	2392857.149	2392857174
10:47:10 603802	164.9725	329945	2392889.07	2392889106
10:47:10 635798	165.4485	330897	2392921.066	2392921089
10:47:10 667725	165.9315	331863	2392952.993	2392953021
10:47:10 699828	166.4065	332813	2392985.096	2392985123
10:47:10 731677	166.8855	333771	2393016.945	2393016969
10:47:10 763624	167.3715	334743	2393048.892	2393048914
10:47:10 795603	167.847	335694	2393080.871	2393080893
10:47:10 827564	168.314	336628	2393112.832	2393112861
10:47:10 859501	168.7965	337593	2393144.769	2393144797
10:47:10 891499	169.2725	338545	2393176.767	2393176792
10:47:10 923412	169.7635	339527	2393208.68	2393208703
10:47:10 955429	170.2305	340461	2393240.697	2393240727
10:47:10 987393	170.713	341426	2393272.661	2393272682
10:47:11 19350	171.188	342376	2393304.618	2393304646
10:47:11 51319	171.671	343342	2393336.587	2393336620
10:47:11 83281	172.146	344292	2393368.549	2393368570
10:47:11 115262	172.6215	345243	2393400.53	2393400548
10:47:11 147171	173.105	346210	2393432.439	2393432468
10:47:11 179121	173.5755	347151	2393464.389	2393464424
10:47:11 211087	174.0585	348117	2393496.355	2393496383
10:47:11 243088	174.5415	349083	2393528.356	2393528401
10:47:11 275044	175.017	350034	2393560.312	2393560340
10:47:11 307012	175.4955	350991	2393592.28	2393592302
10:47:11 338942	175.9665	351933	2393624.21	2393624231
10:47:11 370940	176.453	352906	2393656.208	2393656230
10:47:11 402852	176.936	353872	2393688.12	2393688147
10:47:11 434871	177.4155	354831	2393720.139	2393720175
10:47:11 466818	177.8945	355789	2393752.086	2393752124
10:47:11 498763	178.3695	356739	2393784.031	2393784077
10:47:11 530710	178.84	357680	2393815.978	2393816000
10:47:11 562700	179.3155	358631	2393847.968	2393847996
10:47:11 594653	179.7985	359597	2393879.921	2393879942
10:47:11 626594	180.2775	360555	2393911.862	2393911887
10:47:11 658599	180.7645	361529	2393943.867	2393943889
10:47:11 690547	181.24	362480	2393975.815	2393975837
10:47:11 722504	181.715	363430	2394007.772	2394007799
10:47:11 754498	182.1895	364379	2394039.766	2394039788
10:47:11 786400	182.672	365344	2394071.668	2394071695
10:47:11 818421	183.1475	366295	2394103.689	2394103718
10:47:11 850367	183.6375	367275	2394135.635	2394135658
10:47:11 882313	184.106	368212	2394167.581	2394167610
10:47:11 914275	184.5815	369163	2394199.543	2394199570
10:47:11 946268	185.06	370120	2394231.536	2394231565
10:47:11 978205	185.5425	371085	2394263.473	2394263495
10:47:12 10171	186.0255	372051	2394295.439	2394295460
10:47:12 42128	186.496	372992	2394327.396	2394327421
10:47:12 74086	186.9795	373959	2394359.354	2394359376
10:47:12 106030	187.4515	374903	2394391.298	2394391324
10:47:12 137981	187.934	375868	2394423.249	2394423271
10:47:12 169977	188.4095	376819	2394455.245	2394455267
10:47:12 201910	188.892	377784	2394487.178	2394487206
10:47:12 233911	189.367	378734	2394519.179	2394519201
10:47:12 265852	189.8495	379699	2394551.12	2394551142
10:47:12 297868	190.3245	380649	2394583.136	2394583165
10:47:12 329802	190.8145	381629	2394615.07	2394615092
10:47:12 361773	191.279	382558	2394647.041	2394647063
10:47:12 393716	191.758	383516	2394678.984	2394679006
10:47:12 425733	192.2375	384475	2394711.001	2394711023
10:47:12 457670	192.7165	385433	2394742.938	2394742965
10:47:12 489618	193.1915	386383	2394774.886	2394774914
10:47:12 521628	193.674	387348	2394806.896	2394806918
10:47:12 553526	194.1605	388321	2394838.794	2394838815
10:47:12 585485	194.6355	389271	2394870.753	2394870780
10:47:12 617442	195.1115	390223	2394902.71	2394902737
10:47:12 649416	195.583	391166	2394934.684	2394934713
10:47:12 681405	196.0695	392139	2394966.673	2394966695
10:47:12 713341	196.5405	393081	2394998.609	2394998632
10:47:12 745325	197.0225	394045	2395030.593	2395030615
10:47:12 777270	197.4975	394995	2395062.538	2395062563
10:47:12 809179	197.981	395962	2395094.447	2395094468
10:47:12 841176	198.456	396912	2395126.444	2395126465
10:47:12 873138	198.939	397878	2395158.406	2395158427
10:47:12 905085	199.352	398704	2395190.353	2395190375
10:47:12 937049	199.664	399328	2395222.317	2395222339
10:47:12 968984	199.878	399756	2395254.252	2395254280
10:47:13 932	199.986	399972	2395286.2	2395286228
10:47:13 32930	200.0035	400007	2395318.198	2395318221
10:47:13 64891	200.003	400006	2395350.159	2395350188
10:47:13 96917	200.0025	400005	2395382.185	2395382224
10:47:13 128827	200.002	400004	2395414.095	2395414136
